Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/01/20,2/02/20,2/03/20,2/04/20,2/05/20,2/06/20,2/07/20,2/08/20,2/09/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/01/20,3/02/20,3/03/20,3/04/20,3/05/20,3/06/20,3/07/20,3/08/20,3/09/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/01/20,4/02/20,4/03/20,4/04/20,4/05/20,4/06/20,4/07/20,4/08/20,4/09/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/01/20,5/02/20,5/03/20,5/04/20,5/05/20,5/06/20,5/07/20,5/08/20,5/09/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/01/20,6/02/20,6/03/20,6/04/20,6/05/20,6/06/20,6/07/20,6/08/20,6/09/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/01/20,7/02/20,7/03/20,7/04/20,7/05/20,7/06/20,7/07/20,7/08/20,7/09/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/01/20,8/02/20
Sichuan,China,30.6171,102.7103,0,0,0,0,0,0,0,1,1,1,3,11,14,14,24,31,42,60,71,80,85,92,104,114,119,131,156,169,188,217,231,250,261,276,289,307,321,338,351,365,386,394,406,425,442,454,464,466,478,488,498,503,511,516,516,520,525,536,536,536,536,536,536,536,536,536,536,536,536,536,537,537,537,538,539,540,541,541,541,546,547,547,548,548,550,552,552,553,554,554,554,556,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,560,561,562,563,563,564,565,567,569,569,570,570,572,573,575,575,575,575,577,578,580,580,581,581,581,581,581,581,582,582,582,587,587,587,589,590,591,592,592,592,593,593,594,594,594,594,594,595,596,596,597,597,597,0
Tianjin,China,39.3054,117.323,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,4,4,8,10,11,21,31,37,45,46,48,54,59,62,65,81,87,91,96,102,102,109,111,111,124,124,128,128,128,128,130,131,131,132,132,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,135,135,135,140,144,144,144,151,152,152,158,161,161,164,168,171,172,173,173,174,174,176,176,179,181,182,182,182,183,183,184,185,185,186,186,186,186,186,186,186,186,186,186,187,187,187,187,187,187,187,187,187,187,187,188,188,188,188,188,188,188,188,188,188,188,189,189,189,189,189,189,189,189,189,189,189,189,189,191,191,191,191,191,192,192,192,193,193,193,194,194,194,194,194,194,194,194,194,194,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,196,0
Tibet,China,31.6927,88.0924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Xinjiang,China,41.1129,85.2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,10,12,12,12,20,22,24,25,28,30,30,34,43,52,62,64,66,68,69,70,71,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,75,79,82,89,96,0
Yunnan,China,24.974,101.487,0,0,0,0,0,0,0,0,0,1,2,3,5,5,5,7,12,17,18,19,20,26,27,36,42,42,47,57,60,79,96,107,115,124,129,144,150,156,157,163,168,169,169,169,170,170,170,170,170,170,170,170,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,173,173,173,173,174,174,174,175,176,176,177,177,178,178,178,178,180,180,181,181,181,181,181,181,181,181,181,181,181,181,182,182,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,184,184,184,185,185,185,185,186,186,186,186,186,186,186,187,187,0
Zhejiang,China,29.1832,120.0934,0,0,1,1,1,1,3,3,4,14,21,32,43,62,78,94,123,175,201,242,270,321,360,403,428,456,507,535,604,633,679,719,760,782,808,867,932,975,1016,1046,1069,1093,1114,1124,1147,1154,1161,1176,1191,1195,1197,1197,1211,1211,1216,1216,1216,1217,1219,1219,1219,1221,1221,1221,1222,1222,1225,1225,1225,1226,1226,1228,1228,1229,1230,1230,1230,1232,1235,1235,1236,1238,1239,1242,1244,1244,1246,1246,1247,1249,1251,1252,1256,1256,1257,1258,1261,1262,1263,1264,1265,1265,1265,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1268,1268,1268,1268,1268,1268,1268,1268,0
,Colombia,4.5709,-74.2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,6,8,8,10,10,10,15,31,39,55,55,85,88,88,100,123,174,197,214,270,319,354,452,550,634,634,711,804,804,870,927,1003,1067,1133,1210,1268,1411,1439,1551,1666,1722,1807,2013,2148,2300,2424,2569,2705,2825,2971,3133,3358,3460,3587,3751,3903,4050,4256,4431,4575,4718,5016,5265,5511,6111,6132,6687,6935,7032,8384,9689,11171,12319,13670,13670,14414,16459,16459,16566,17366,17823,18749,19460,19985,19986,20400,21361,22726,24035,27412,29024,30517,30517,31729,33410,34999,38345,38345,40021,42143,43481,44606,45409,46643,47961,50370,51861,53634,56272,58800,61186,63451,65809,68806,71736,80637,85836,91793,95804,98840,101613,107951,113864,119667,119667,131161,136690,142777,148695,154387,160708,0
,Comoros,-11.6455,43.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,8,8,18,18,21,21,21,24,24,24,26,26,26,27,27,55,55,67,67,67,67,97,97,97,114,114,114,127,127,129,129,159,159,159,159,159,161,161,161,161,161,200,200,200,241,241,266,266,266,272,272,272,296,296,296,302,302,311,311,311,313,313,319,319,324,324,324,328,328,328,330,330,330,330,0
,"Congo (Brazzaville)",-4.0383,21.7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,5,5,5,5,5,5,11,11,11,11,11,16,16,16,16,19,19,19,19,19,19,19,25,25,25,26,26,30,30,33,33,33,53,53,53,87,87,87,87,110,132,132,137,137,147,147,147,147,161,161,161,161,179,179,179,179,179,182,210,210,210,221,221,221,221,221,221,391,391,391,391,391,391,391,456,456,456,456,456,456,456,456,456,486,486,501,501,501,501,501,525,525,589,589,589,589,589,589,589,626,626,626,666,666,666,666,756,756,756,829,829,829,829,829,829,0
,"Congo (Kinshasa)",-4.0383,21.7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,5,9,9,9,13,16,16,17,20,21,23,25,26,26,27,35,45,47,48,49,50,50,56,59,73,75,75,75,80,90,92,103,130,130,136,141,146,148,157,212,270,270,272,290,302,303,312,312,317,337,340,365,381,400,428,448,454,482,492,495,512,537,537,537,539,565,567,580,595,600,613,628,640,685,719,807,841,856,861,870,885,900,937,985,1050,1426,1785,2317,2684,2961,3184,3226,3226,3226,3513,3513,3615,3615,3620,3948,3983,4248,4248,4313,4335,4335,4528,4790,5105,5109,5305,5510,5700,5930,6095,6437,6796,7030,0
,"Costa Rica",9.7489,-83.7534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,4,4,4,6,11,13,16,18,24,29,30,42,49,56,62,66,67,74,88,97,112,124,150,180,196,216,242,264,287,306,323,338,355,372,386,399,413,428,445,461,480,501,517,520,527,535,542,551,565,575,577,582,592,600,607,620,628,634,639,646,653,658,669,676,682,685,687,695,701,704,712,717,722,722,731,743,752,771,794,899,937,982,1014,1032,1043,1129,1210,1227,1280,1325,1366,1394,1436,1516,1589,1657,1721,1745,1776,1810,1929,2023,2110,2220,2239,2304,2441,2551,2673,2818,2902,2966,3019,3194,3322,3448,3505,3640,3736,3824,3920,4050,4280,4404,4531,0
,"Cote d'Ivoire",7.54,-5.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,4,6,7,9,15,19,25,37,41,41,48,52,52,58,85,89,114,114,146,193,239,260,260,303,310,359,419,419,468,499,525,557,574,597,622,653,693,701,721,742,754,769,794,818,820,902,930,942,987,1004,1040,1050,1083,1100,1146,1188,1219,1257,1286,1302,1326,1370,1385,1435,1467,1501,1530,1584,1604,1750,1818,1869,2045,2174,2212,2263,2397,2505,2590,2637,2749,2863,2942,2992,3068,3493,3182,3419,3487,3587,3722,3808,3996,4273,4381,4660,4726,4807,5067,5384,5487,5571,5752,6080,6357,6654,6810,6908,7146,7363,7607,8000,8366,8659,8857,8995,9282,9499,9880,10178,10361,10537,10793,11160,11428,11750,0
,Croatia,45.1,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,5,5,5,5,5,5,22,22,37,45,52,67,67,73,88,92,119,125,130,167,179,219,231,323,373,400,415,473,529,600,615,709,771,801,869,883,982,1034,1103,1166,1232,1288,1348,1421,1463,1489,1522,1560,1601,1641,1689,1726,1764,1784,1808,1834,1850,1869,1913,1936,1946,1967,1978,1978,2011,2023,2027,2035,2046,2047,2051,2059,2063,2072,2077,2088,2095,2105,2113,2121,2126,2128,2130,2130,2132,2133,2134,2134,2140,2140,2141,2142,2142,2142,2142,2142,2142,2145,2149,2150,2152,2152,2155,2155,2155,2155,2168,2183,2196,2210,2229,2277,2323,2377,2466,2486,2514,2558,2629,2729,2825,2929,3018,3101,3183,3278,3394,3555,3778,3866,3936,4034,4099,4178,4267,4341,0
,Cuba,22,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,8,12,13,15,15,15,18,27,27,28,51,77,92,121,132,151,171,192,227,255,285,309,341,365,416,437,501,525,575,617,681,714,765,827,876,954,1001,1031,1078,1140,1193,1229,1277,1326,1383,1425,1460,1495,1505,1538,1573,1603,1631,1671,1689,1704,1709,1724,1734,1760,1795,1809,1826,1827,1830,1839,1848,1855,1862,1868,1880,1886,1893,1902,1923,1948,1965,1994,1999,2020,2037,2071,2103,2113,2123,2130,2171,2180,2187,2201,2211,2214,2218,2221,2224,2227,2229,2234,2240,2242,2244,2249,2254,2258,2268,2275,2277,2285,2300,2304,2308,2308,2321,2326,2339,2341,2345,2349,2351,2352,2353,2355,2355,2367,0
,Cyprus,35.1264,33.4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,15,15,15,22,23,28,28,28,33,37,45,47,52,53,58,61,65,65,65,65,77,77,79,81,81,98,98,98,98,148,148,148,148,148,296,296,296,296,296,296,296,400,400,401,401,401,449,449,481,481,515,515,515,515,516,561,561,594,594,594,594,594,784,784,790,790,790,790,790,790,807,807,807,807,807,807,807,807,807,807,807,816,816,818,818,824,824,824,824,824,824,824,824,833,833,833,833,833,839,839,839,839,839,839,839,839,839,839,839,839,839,845,845,845,845,847,847,847,847,847,852,852,852,852,852,852,852,852,0
,Czechia,49.8175,15.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,6,6,6,10,10,10,11,11,11,25,45,61,67,72,78,96,121,172,233,301,346,411,464,519,642,819,972,1174,1227,1298,1559,1753,1989,2152,2371,2453,2545,2826,2948,3108,3314,3372,3461,3587,3807,4006,4205,4371,4413,4447,4474,4711,4889,5047,5241,5381,5422,5462,5641,5726,5830,5926,6025,6044,6078,6182,6270,6370,6460,6500,6546,6558,6642,6686,6749,6809,6881,6885,6891,6994,7053,7111,7166,7215,7219,7226,7296,7358,7399,7440,7473,7477,7499,7537,7555,7588,7649,7668,7682,7705,7746,7771,7797,7822,7848,7852,7864,7873,7910,8010,8128,8208,8227,8247,8373,8441,8507,8640,8725,8733,8761,8836,8918,9144,9328,9422,9590,11428,11428,11428,11429,11482,11569,11587,0
,Denmark,56.2639,9.5018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,894,1089,1193,1283,1327,1378,1491,1621,1736,1773,1955,2123,2235,2515,2748,3023,3389,3847,4141,4312,4700,5087,5384,5526,5669,5805,5959,6121,6366,6546,6729,6889,6987,7088,7296,7493,7711,7927,8093,8217,8328,8580,8663,8805,8959,9107,9227,9301,9416,9536,9643,9764,9836,9900,9964,10044,10106,10180,10240,10327,10362,10412,10489,10552,10620,10653,10721,10755,10792,10849,10904,10955,10993,11035,11068,11090,11125,11185,11242,11282,11282,11282,11347,11393,11422,11460,11508,11508,11508,11612,11649,11693,11769,11817,11817,11817,11935,11983,12001,12045,12077,12077,12077,12130,12160,12182,12195,12209,12209,12209,12251,12261,12274,12299,12340,12340,12340,12417,12451,12485,12526,12578,12578,0
"Faroe Islands",Denmark,61.8926,-6.9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,47,54,54,70,70,74,75,81,91,93,99,107,120,131,136,145,145,157,157,163,166,169,171,173,176,176,178,178,178,178,178,178,178,181,181,184,184,184,185,185,185,185,185,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,189,189,0
Greenland,Denmark,71.7069,-42.6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,3,4,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
,"Diamond Princess",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,10,10,10,10,10,10,10,10,10,40,40,40,40,40,325,325,325,325,325,325,325,325,325,325,325,325,325,325,587,597,597,597,603,603,603,603,619,619,619,619,619,619,619,619,619,619,619,619,639,639,644,644,644,644,644,644,644,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,0
,Djibouti,11.8251,42.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,9,9,25,25,36,36,36,41,53,71,73,76,76,102,102,112,183,252,330,373,411,477,498,599,642,672,686,686,713,745,755,799,824,834,847,872,886,900,905,935,950,972,1018,1033,1052,1055,1064,1064,1064,1079,1079,1185,1241,1241,1286,1504,1521,1607,1636,1685,1707,1815,1877,2013,2139,2260,2519,2730,2823,2950,3183,3324,3411,3527,3565,3565,3859,3952,3989,4182,4269,4348,4348,4348,4433,4524,4550,4564,4580,4580,4593,4610,4621,4644,4671,4689,4689,4712,4729,4743,4765,4796,4809,4809,4838,4868,4884,4904,4927,4949,4949,4966,4977,4992,4999,4999,4999,4999,0
,Dominica,15.415,-61.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,8,8,8,8,8,8,8,8,8,8,9,9,10,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
,"Dominican Republic",18.7357,-70.1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,5,9,16,16,16,17,33,36,50,80,98,108,131,152,162,208,215,268,312,363,416,463,581,581,763,822,910,993,1165,1228,1301,1387,1481,1606,1771,1905,1960,2064,2286,2584,2763,2870,3221,3221,3351,3557,3726,5847,6613,6613,7142,7366,7572,7854,8133,8285,8534,8790,8952,9266,9557,10559,10893,11075,11224,11474,11736,11919,12007,12158,12208,12318,12541,12754,13084,13320,14025,14133,14216,14293,14605,14957,15138,15338,15551,16006,16223,16357,16666,17142,17280,17580,17904,18141,18392,18602,18943,19489,19564,20056,20426,20830,20996,21459,22441,23134,23459,23636,24423,24607,25094,25561,25976,26466,26905,27625,27980,28603,30204,32014,33947,35302,36470,37509,0
,Ecuador,-1.8312,-78.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,54,58,65,65,100,100,100,100,140,339,368,411,501,597,696,780,838,838,1008,1061,1150,1207,1262,1328,1366,1366,1366,1557,1557,1557,1558,1913,2132,3300,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3457,3557,3557,3557,3557,3560,18003,18003,18425,18425,19190,19190,19592,19592,20019,20019,20019,20568,21020,21020,21020,21020,21862,21862,22679,22865,23064,23349,23684,23881,24123,24446,24446,24991,24991,24991,24991,26097,26493,26920,27058,27430,27594,27887,28032,28391,28507,28722,28872,29071,29071,29184,29577,30107,30283,30369,30484,30641,31260,31404,31757,31901,31955,32725,33125,33455,34544,34544,34896,34896,35283,35572,35824,36044,36213,0
,Egypt,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,27,27,27,27,21,27,32,32,32,39,41,56,56,80,95,102,116,121,132,150,157,179,201,216,241,247,259,276,305,348,384,426,589,589,589,589,596,646,701,732,821,870,935,1004,1075,1114,1176,1236,1304,1335,1381,1460,1522,1562,1632,1730,1815,1887,1945,2002,2075,2172,2326,2486,2626,2799,2950,3172,3440,3742,3994,4217,4374,4628,4807,4900,5027,5205,5359,5511,5693,6037,6447,6827,7350,7756,8158,8538,8961,9375,9786,10289,10691,11108,11529,11931,12329,12730,13141,13528,13928,14327,14736,15133,15535,15935,16338,16737,17140,17539,17951,18460,18881,19288,19690,20103,20726,21238,21718,22241,22753,23274,23876,24419,24975,25544,26135,26691,27302,27868,28380,28924,29473,30075,31066,31970,32903,33831,34838,35959,37025,38236,39638,41137,0
,"El Salvador",13.7942,-88.8965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,9,14,15,19,21,22,25,30,33,38,43,44,46,48,63,67,75,75,83,89,97,106,119,124,141,154,180,205,219,252,257,276,293,325,349,374,405,417,441,464,474,502,537,544,570,570,633,772,787,891,1002,1015,1031,1040,1063,1160,1186,1214,1249,1281,1305,1379,1419,1438,1504,1587,1738,1846,1926,2041,2137,2235,2310,2449,2535,2655,2814,2924,3116,3291,3447,3557,3648,3770,3964,4115,4268,4434,4573,4730,4929,5133,5289,5428,5516,5634,5732,5919,6120,6257,6422,6560,6705,6831,6965,7119,7276,7415,7549,7648,7778,7903,8071,8206,8362,8495,0
,"Equatorial Guinea",1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,7,7,7,7,7,7,8,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,22,22,22,22,22,22,22,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,2182,2182,0
,Eritrea,15.1794,39.7823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,6,11,13,13,13,19,19,26,26,26,26,26,30,30,30,37,37,37,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,53,53,53,53,53,56,56,56,56,56,56,56,56,107,107,107,107,107,107,107,149,155,155,155,155,155,155,189,189,189,189,191,191,191,225,225,225,0
